0	0
0	0.00333333
0	0.00666666
0	0.00999999
0	0.0133333
0	0.0166667
0	0.02
0	0.0233333
0	0.0266666
0	0.03
0	0.0333333
0	0.0366666
0	0.04
0	0.0433333
0	0.0466666
0	0.05
0	0.0533333
0	0.0566666
0	0.0599999
0	0.0633333
0	0.0666666
0	0.0699999
0	0.0733333
0	0.0766666
0	0.0799999
0	0.0833333
0	0.0866666
0	0.0899999
0	0.0933332
0	0.0966666
0	0.0999999
306	0.103333
312	0.106667
316	0.11
320	0.113333
325	0.116667
329	0.12
333	0.123333
337	0.126667
340	0.13
344	0.133333
347	0.136667
351	0.14
354	0.143333
357	0.146667
361	0.15
364	0.153333
368	0.156667
371	0.16
375	0.163333
378	0.166666
382	0.17
385	0.173333
388	0.176666
392	0.18
395	0.183333
399	0.186666
402	0.19
406	0.193333
409	0.196666
412	0.2
416	0.203333
419	0.206666
423	0.21
426	0.213333
430	0.216666
433	0.22
436	0.223333
440	0.226666
443	0.23
447	0.233333
450	0.236666
454	0.24
457	0.243333
460	0.246666
464	0.25
467	0.253333
471	0.256666
474	0.26
478	0.263333
481	0.266666
484	0.27
488	0.273333
491	0.276666
495	0.28
498	0.283333
502	0.286666
505	0.29
508	0.293333
512	0.296666
515	0.3
519	0.303333
522	0.306666
526	0.31
529	0.313333
532	0.316666
536	0.32
539	0.323333
543	0.326666
546	0.33
550	0.333333
550	0.336666
551	0.34
551	0.343333
551	0.346666
551	0.35
551	0.353333
551	0.356666
551	0.36
552	0.363333
552	0.366666
552	0.37
552	0.373333
552	0.376666
552	0.38
552	0.383333
553	0.386666
553	0.39
553	0.393333
553	0.396666
553	0.4
553	0.403333
553	0.406666
554	0.41
554	0.413333
554	0.416666
554	0.42
554	0.423333
554	0.426666
554	0.43
555	0.433333
555	0.436666
555	0.44
555	0.443333
555	0.446666
555	0.45
555	0.453333
556	0.456666
556	0.46
556	0.463333
556	0.466666
556	0.47
556	0.473333
556	0.476666
557	0.48
557	0.483333
557	0.486666
557	0.49
557	0.493333
557	0.496666
557	0.499999
558	0.503333
558	0.506666
558	0.509999
558	0.513333
558	0.516666
558	0.519999
558	0.523333
559	0.526666
559	0.529999
559	0.533333
559	0.536666
561	0.539999
564	0.543333
566	0.546666
569	0.549999
571	0.553333
574	0.556666
576	0.559999
579	0.563333
581	0.566666
584	0.569999
586	0.573333
589	0.576666
591	0.579999
594	0.583333
596	0.586666
599	0.589999
601	0.593333
604	0.596666
607	0.599999
609	0.603333
612	0.606666
614	0.609999
617	0.613333
619	0.616666
622	0.619999
624	0.623333
627	0.626666
629	0.629999
632	0.633333
634	0.636666
637	0.639999
639	0.643333
642	0.646666
644	0.649999
647	0.653333
649	0.656666
651	0.659999
652	0.663333
653	0.666666
650	0.669999
647	0.673333
644	0.676666
642	0.679999
639	0.683333
636	0.686666
634	0.689999
631	0.693333
628	0.696666
625	0.699999
623	0.703333
620	0.706666
617	0.709999
614	0.713333
612	0.716666
609	0.719999
606	0.723333
604	0.726666
601	0.729999
598	0.733333
595	0.736666
593	0.739999
590	0.743333
587	0.746666
584	0.749999
582	0.753333
579	0.756666
576	0.759999
574	0.763333
571	0.766666
568	0.769999
565	0.773333
563	0.776666
560	0.779999
557	0.783333
555	0.786666
552	0.789999
549	0.793333
546	0.796666
544	0.799999
541	0.803333
538	0.806666
535	0.809999
533	0.813333
530	0.816666
527	0.819999
525	0.823333
522	0.826666
519	0.829999
516	0.833333
514	0.836666
511	0.839999
508	0.843332
505	0.846666
503	0.849999
500	0.853332
497	0.856666
495	0.859999
492	0.863332
489	0.866666
486	0.869999
484	0.873332
481	0.876666
478	0.879999
475	0.883332
470	0.886666
466	0.889999
462	0.893332
457	0.896666
453	0.899999
448	0.903332
444	0.906666
440	0.909999
435	0.913332
431	0.916666
427	0.919999
422	0.923332
418	0.926666
414	0.929999
409	0.933332
405	0.936666
401	0.939999
396	0.943332
392	0.946666
387	0.949999
383	0.953332
379	0.956666
374	0.959999
370	0.963332
366	0.966666
361	0.969999
354	0.973332
347	0.976666
340	0.979999
333	0.983332
326	0.986666
319	0.989999
312	0.993332
305	0.996666
0	0.999999
0	1.00333
0	1.00667
0	1.01
0	1.01333
0	1.01667
0	1.02
0	1.02333
0	1.02667
0	1.03
0	1.03333
0	1.03667
0	1.04
0	1.04333
0	1.04667
0	1.05
0	1.05333
0	1.05667
0	1.06
0	1.06333
0	1.06667
0	1.07
0	1.07333
0	1.07667
0	1.08
0	1.08333
0	1.08667
0	1.09
0	1.09333
0	1.09667
0	1.1
0	1.10333
0	1.10667
0	1.11
0	1.11333
0	1.11667
0	1.12
0	1.12333
0	1.12667
0	1.13
0	1.13333
0	1.13667
0	1.14
0	1.14333
0	1.14667
0	1.15
0	1.15333
0	1.15667
0	1.16
0	1.16333
